,Sun. 3 July,"Atlanta Campaign, Ga. (Nickajack Creek, Vining Station I)  @ Early’s Washington Raid (Martinsburg II, W.Va.) @ Petersburg, Va. Campaign",,,,,,,,
,Mon. 4 July,"Atlanta Campaign, Ga. (Chattahoochie River) @  Early’s Washington Raid (Harpers Ferry III, W.Va.) @ Petersburg, Va. Campaign",,,,,,,,
,Tues. 5 July,"Atlanta Campaign, Ga. (Paces Ferry, Smyrna, Chattahoochie River) @ Early’s Washington Raid @ Petersburg, Va. Campaign",,,,,,,,
,Wed. 6 July,"Atlanta Campaign, Ga. (Chattahoochie River) @  Early’s Washington Raid (Hagerstown II, Md.) @  Petersburg, Va. Campaign",,,,,,,,
,Thurs. 7 July,"Atlanta Campaign, Ga. (Chattahoochie River) @  Early’s Washington Raid @ Petersburg, Va. Campaign",,,,,,,,
,Fri. 8 July,"Atlanta Campaign, Ga. (Chattahoochie River)  @ Early’s Washington Raid (Frederick, Md.) @ Petersburg, Va. Campaign",,,,,,,,
,Sat. 9 July,"Atlanta Campaign, Ga. (Chattahoochie River, Vining Station II)  @  Early’s Washington Raid (Monocacy, Md.) @ Petersburg, Va. Campaign @ Rousseau’s Raid, Ala. commenced (Decatur I)",,,,,,,,
,Sun. 10 July,"Atlanta Campaign, Ga. (Chattahoochie River) @  Early’s Washington Raid @ Petersburg, Va. Campaign @ Rousseau’s Raid, Ala.",,,,,,,,
,Mon. 11 July,"Atlanta Campaign, Ga. @  Early’s Washington Raid (Fort Stevens, D.C.) @  Petersburg, Va. Campaign @ Rousseau’s Raid, Ala.",,,,,,,,
,Tues. 12 July,"Atlanta Campaign, Ga. @ Early’s Washington Raid (Fort Stevens, D.C.) @  Petersburg, Va. Campaign @ Rousseau’s Raid, Ala.",,,,,,,,
,Wed. 13 July,"Atlanta Campaign, Ga.  @ Early’s Washington Raid (Tenallytown, Md.) @ Petersburg, Va. Campaign @ Rousseau’s Raid, Ala. (Coosa River)",,,,,,,,
,Thurs. 14 July,"Atlanta Campaign, Ga. @ Early’s Washington Raid (Leesburg D, Va.)  @Petersburg, Va. Campaign  @Andrew J. Smith’s Expedition, Miss. (Tupelo II, Harrisburg)  @ Rousseau’s Raid, Ala.",,,,,,,,
,Fri. 15 July,"Atlanta Campaign, Ga.  @ Early’s Washington Raid @ Petersburg, Va. Campaign @ Rousseau’s Raid, Ala. @  A. J. Smith’s Expedition, Miss. (Tupelo II, Old Town Creek)",,,,,,,,
,Sat. 16 July,"Atlanta Campaign, Ga.",Early’s Washington Raid ,"Petersburg, Va. Campaign ","Rousseau’s Raid, Ala.",,,,,
,Sun. 17 July,"Atlanta Campaign, Ga. @ Early’s Washington Raid  @Petersburg, Va. Campaign @ Rousseau’s Raid, Ala. ended",,,,,,,,
,Mon. 18 July,"Atlanta Campaign, Ga. @ Early’s Washington Raid (Snicker’s Gap, Parker’s Ford, Snicker’s Ferry, Va.) @ Petersburg, Va. Campaign",,,,,,,,
,Tues. 19 July,"Atlanta Campaign, Ga.  @ Early’s Washington Raid (Berry’s Ford, Va.) @  Petersburg, Va. Campaign",,,,,,,,
,Wed. 20 July,"Atlanta Campaign, Ga. (Peach Tree Creek, Howard House, Hood’s First Sortie) @ Early’s Washington Raid (Winchester V, Stephenson’s Depot II, Va.) @ Petersburg, Va. Campaign",,,,,,,,
,Thurs. 21 July,"Atlanta Campaign, Ga. (Decatur I, Leggett’s Hill, Bald Hill) @ Early’s Washington Raid @ Petersburg, Va. Campaign",,,,,,,,
,Fri. 22 July,"Atlanta Campaign, Ga. (Atlanta, Decatur, Sugar Creek, Hood’s Second Sortie) Early’s Washington Raid (Strasburg I, Va.) @ Petersburg, Va. Campaign",,,,,,,,
,Sat. 23 July,"Atlanta Campaign, Ga. @ Early’s Washington Raid (Winchester VI, Kemstown II, Va.)  @ Petersburg, Va. Campaign",,,,,,,,
,Sun. 24 July,"Atlanta Campaign, Ga. @  Early’s Washington Raid (Winchester VI, Kemstown II, Va.) @ Petersburg, Va. Campaign",,,,,,,,
,Mon. 25 July,"Atlanta Campaign, Ga. @ Early’s Washington Raid (Bunker Hill, Va.) @ Petersburg, Va. Campaign",,,,,,,,
,Tues. 26 July,"Atlanta Campaign, Ga. @ Early’s Washington Raid @ Petersburg, Va. Campaign @ McCook’s Raid, Ga. commenced (Lovejoy Station I) @ Stoneman’s Raid, Ga. commenced",,,,,,,,
,Wed. 27 July,"Atlanta Campaign, Ga. @ Early’s Washington Raid @ Petersburg, Va. Campaign (New Market Road II, Deep Bottom, Strawberry Plains I, Malvern Hill II, Darbytown) @ McCook’s Raid, Ga.  Stoneman’s Raid, Ga.",,,,,,,,
,Thurs. 28 July,"Atlanta Campaign, Ga. (Ezra Church, Ezra Chapel, Hood’s Third Sortie)  @ Early’s Washington Raid @ Petersburg, Va. Campaign (New Market Road H, Deep Bottom, Strawberry Plains I, Malvern Hill II, Darbytown) @ McCook’s Raid, Ga. (Campbellton) @ Stoneman’s Raid, Ga. (Flat Shoals, Flatrock)",,,,,,,,
,Fri. 29 July,"Atlanta Campaign, Ga.  @ Early’s Washington Raid @ Petersburg, Va. Campaign (New Market Road II, Deep Bottom, Strawberry Plains I, Malvern Hill II, Darbytown) @ McCook’s Raid, Ga. (Lovejoy Station II) @Stoneman’s Raid, Ga. (Macon)",,,,,,,,
,Sat. 30 July,"Atlanta Campaign, Ga.  @ Early’s Washington Raid @ Petersburg, Va. Campaign (Battle of the Crater, Petersburg Mine explosion) @ Chambersburg, Pa.  @ McCook’s Raid, Ga. (Newnan)  @Stoneman’s Raid, Ga. (Hillsboro, Clinton I, Macon, Sunshine Creek)",,,,,,,,
,Sun. 31 July,"Atlanta Campaign, Ga.  @ Early’s Washington Raid (Cumberland, Md.) @ Petersburg, Va. Campaign @ McCook’s Raid, Ga. @  Stoneman’s Raid, Ga. (Hillsboro)",,,,,,,,
,Mon. 1 Aug.,"Atlanta Campaign, Ga. Ended @ Early’s Washington Raid (Cumberland, Md.) @ Petersburg, Va. Campaign  @Stoneman’s Raid, Ga.",,,,,,,,
,Tues. 2 Aug.,"Early’s Washington Raid @ Petersburg, Va. Campaign @ Stoneman’s Raid, Ga.",,,,,,,,
,Wed. 3 Aug.,"Early’s Washington Raid @ Petersburg, Va. Campaign @ Stoneman’s Raid, Ga. (Jug Tavern)",,,,,,,,
,Thurs. 4 Aug.,"Early’s Washington Raid @ Petersburg, Va. Campaign",,,,,,,,
,Fri. 5 Aug.,"Early’s Washington Raid @ Petersburg, Va. Campaign @ Mobile Bay, Ala. (Fort Gaines I, Fort Morgan I, USS Hartford, Brooklyn, Tecumseh, Phillipi, Chickasaw, Lackawanna, Monongahela, Manhattan, Winnebago, Octorora, Metacomet, Port Royal, Seminole, Kennebec, Ossipee, Itasca, Oneida, and Galena vs. CSS Tennessee, Selma, Gaines, and Morgan)  @ Utoy Creek, Ga.",,,,,,,,
,Sat. 6 Aug.,"Early’s Washington Raid @ Petersburg, Va. Campaign @ Utoy Creek, Ga.",,,,,,,,
,Sun. 7 Aug.,"Early’s Washington Raid ended (Moorefield I, W.Va.) @ Petersburg, Va. Campaign",,,,,,,,
,Mon. 8 Aug.,"Petersburg, Va. Campaign ","Fort Gaines II, Ala.",,,,,,,
,Tues. 9 Aug.,"Petersburg, Va. Campaign (City Point I: munitions explosion by sabotage)",,,,,,,,
,Wed. 10 Aug.,"Petersburg, Va. Campaign ","Wheeler’s Raid II commenced (Covington, Ga.)",,,,,,,
,Thurs. 11 Aug.,"Petersburg, Va. Campaign ",Wheeler’s Raid II,,,,,,,
,Fri. 12 Aug.,"Petersburg, Va. Campaign", Wheeler’s Raid II,,,,,,,
,Sat. 13 Aug.,"Petersburg, Va. Campaign (Deep Bottom II, Strawberry Plains II, Fussell’s Mill I, Charles City Road I, White’s Tavern I, Gravel Hill)  ", Wheeler’s Raid II,,,,,,,
,Sun. 14 Aug.,"Petersburg, Va. Campaign (Deep Bottom II, Strawberry Plains II, New Market Road BI)  ","Wheeler’s Raid II (Dalton III, Ga.)",,,,,,,
,Mon. 15 Aug.,"Petersburg, Va. Campaign (Deep Bottom II. Strawberry Plains II) "," Wheeler’s Raid II (Dalton III, Ga.)",,,,,,,
,Tues. 16 Aug.,"Petersburg, Va. Campaign (Deep Bottom II, Strawberry Plains II, Charles City Road II, White’s Tavern II, Bailey’s Creek) ",Wheeler’s Raid II  ,"Front Royal III, Va. (Guard Hill, Cedarville)",,,,,,
,Wed. 17 Aug.,"Petersburg, Va. Campaign (Deep Bottom II, Strawberry Plains)  ",Wheeler’s Raid II,,,,,,,
,Thurs. 18 Aug.,"Petersburg, Va. Campaign (Deep Bottom II, Strawberry Plains, Weldon Railroad II, Globe Tavern, Yellow House, Blick’s Station, Six Mile House)  ",Wheeler’s Raid II ,"Kilpatrick’s Raid, Ga. commenced (Sandtown)",,,,,,
,Fri. 19 Aug.,"Petersburg, Va. Campaign (Deep Bottom II, Strawberry Plains, Weldon Railroad II, Globe Tavern, Six Mile House) ",Wheeler’s Raid II  ,"Kilpatrick’s Raid, Ga. (Jonesboro I)",,,,,,
,Sat. 20 Aug.,"Petersburg, Va. Campaign (Deep Bottom II. Strawberry Plains, Weldon Railroad II, Globe Tavern, Six Mile House, Fussell’s Mill H)  Wheeler’s Raid II  Kilpatrick’s Raid, Ga. (Lovejoy Station m, McDonough)",,,,,,,,
,Sun. 21 Aug.,"Petersburg, Va. Campaign (Deep Bottom II, Strawberry Plains, Weldon Railroad II, Globe Tavern, Summit Point)  ",Wheeler’s Raid II ,"Memphis II, Tenn.  ","Kilpatrick’s Raid, Ga. (Latimer, Decatur II)",,,,,
,Mon. 22 Aug.,"Petersburg, Va. Campaign (Weldon Railroad II, Globe Tavern)  ",Wheeler’s Raid II  ,"Kilpatrick’s Raid, Ga. ended (Decatur, Buckhead)",,,,,,
,Tues. 23 Aug.,"Petersburg, Va. Campaign ","Fort Morgan II, Ala. ",Wheeler’s Raid II,,,,,,
,Wed. 24 Aug.,"Petersburg, Va. Campaign (Ream’s Station HI)  ",Wheeler’s Raid II,,,,,,,
,Thurs. 25 Aug.,"Petersburg, Va. Campaign (Ream’s Station III)  ",Wheeler’s Raid II,,,,,,,
,Fri. 26 Aug.,"Petersburg, Va. Campaign ",Wheeler’s Raid II,,,,,,,
,Sat. 27 Aug.,"Petersburg, Va. Campaign ",Wheeler’s Raid II,,,,,,,
,Sun. 28 Aug.,"Petersburg, Va. Campaign (Fort Gilmer, Fort Harrison I, Laurel Hill HI, New Market Heights I, Chaffin’s Farm I) ",Wheeler’s Raid II  ,"Price’s Mo. Expedition commenced (Camden II, Ark.)",,,,,,
,Mon. 29 Aug.,"Petersburg, Va. Campaign (Poplar Springs Church I, Jones’s House, Chappell’s House I, Vaughan Road I, Watt’s Farm, Pegram’s Farm I, Peeble’s Farm I) ","Price’s Mo. Expedition (Princeton, Ark.)", Wheeler’s Raid II,,,,,,
,Tues. 30 Aug.,"Petersburg, Va. Campaign ","Price’s Mo. Expedition (Tulip, Ark.) ",Wheeler’s Raid II,,,,,,
,Wed. 31 Aug.,"Petersburg, Va. Campaign Price’s Mo. Expedition ","Jonesboro II, Ga. (Rough and Ready) ",Wheeler’s Raid II ,"Martinsburg III, W.Va.",,,,,
,Thurs. 1 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition @ Jonesboro II, Ga. @ Wheeler’s Raid II",,,,,,,,
,Fri. 2 Sept.,"Petersburg, Va. Campaign @  Price’s Mo. Expedition @  Wheeler’s Raid II (Lovejoy Station IV, Ga.)",,,,,,,,
,Sat. 3 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition @ Sheridan’s Va. Valley Campaign commenced (Berryville II)  @ Wheeler’s Raid II (Lovejoy Station IV, Ga.)",,,,,,,,
,Sun. 4 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition @ Sheridan’s Va. Valley Campaign @ Wheeler’s Raid II (Lovejoy IV, Ga.)",,,,,,,,
,Mon. 5 Sept.,"Petersburg, Va. Campaign  @Price’s Mo. Expedition @  Sheridan’s Va. Valley Campaign (Berryville III)  @ Wheeler’s Raid II (Lovejoy Station IV, Ga.)",,,,,,,,
,Tues. 6 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition (Dardanelle, Ark.) @ Sheridan’s Va. Valley Campaign @ Wheeler’s Raid II (Lovejoy Station IV, Ga.)",,,,,,,,
,Wed. 7 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition @ Sheridan’s Va. Valley Campaign @ Wheeler’s Raid II",,,,,,,,
,Thurs. 8 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition @ Sheridan’s Va. Valley Campaign  @Wheeler’s Raid II",,,,,,,,
,Fri. 9 Sept.,"Petersburg, Va. Campaign  @Price’s Mo. Expedition @ Sheridan’s Va. Valley Campaign  @ Wheeler’s Raid II ",,,,,,,,
,Sat. 10 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition @ Sheridan’s Va. Valley Campaign @ Wheeler’s Raid II ended (Tuscumbia II, Ala.) ",,,,,,,,
,Sun. 11 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition  @ Sheridan’s Va. Valley Campaign",,,,,,,,
,Mon. 12 Sept.," Petersburg, Va. Campaign @ Price’s Mo. Expedition @ Sheridan’s Va. Valley Campaign ",,,,,,,,
,Tues. 13 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition (Batesville, Ark.) @ Sheridan’s Va. Valley Campaign",,,,,,,,
,Wed. 14 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition @ Sheridan’s Va. Valley Campaign ",,,,,,,,
,Thurs. 15 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition (Powhatan, Ark.) @ Sheridan’s Va. Valley Campaign",,,,,,,,
,Fri. 16 Sept.,"Petersburg, Va. Campaign (Coggin’s Point, Hampton’s “Beefsteak Raid”) @ Price’s Mo. Expedition @ Sheridan’s Va. Valley Campaign  ",,,,,,,,
,Sat. 17 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition @ Sheridan’s Va. Valley Campaign ",,,,,,,,
,Sun. 18 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition (Doniphan, Ark.) @ Sheridan’s Va. Valley Campaign (Martinsburg II, W.Va.)  ",,,,,,,,
,Mon. 19 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition @ Sheridan’s Va. Valley Campaign (Winchester VII, Opequon Creek)  ",,,,,,,,
,Tues. 20 Sept.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition (Ponder’s Mill, Keytesville)  @ Cabin Creek, Indian Terr.  @ Sheridan’s Va. Valley Campaign (Middletown I, Strasburg II) ",,,,,,,,
,Wed. 21 Sept.," Petersburg, Va. Campaign @ Price’s Mo. Expedition  @ Sheridan’s Va. Valley Campaign",,,,,,,,
,Thurs. 22 Sept.," Petersburg, Va. Campaign @ Price’s Mo. Expedition (Patterson, Mo.)  @ Sheridan’s Va. Valley Campaign (Fisher’s Hill) ",,,,,,,,
,Fri. 23 Sept.," Petersburg, Va. Campaign @ Price’s Mo. Expedition (Rocheport, Mo.)  @ Sheridan’s Va. Valley Campaign (Woodstock) @  Athens, Ala. ",,,,,,,,
,Sat. 24 Sept.," Petersburg, Va. Campaign  @ Price’s Mo. Expedition (Fayette, Jackson II, Farmington)  @ Sheridan’s Va. Valley Campaign",,,,,,,,
,Sun. 25 Sept.," Petersburg, Va. Campaign  @ Price’s Mo. Expedition (Fredericktown II, Huntsville, Mo.)  @ Sheridan’s Va. Valley Campaign",,,,,,,,
,Mon. 26 Sept.," Petersburg, Va. Campaign @ Price’s Mo. Expedition (Arcadia, Ironton, Pilot Knob, Mo.)  @ Sheridan’s Va. Valley Campaign (Port Republic III) ",,,,,,,,
,Tues. 27 Sept.," Petersburg, Va. Campaign @ Price’s Mo. Expedition (Pilot Knob, Fort Davidson, Mo.)  Sheridan’s Va. Valley Campaign (Port Republic II)",,,,,,,,
,Wed. 28 Sept.,"  Petersburg, Va. Campaign (New Market Heights II) @  Price’s Mo. Expedition (Caledonia, Centralia. Mo.)  @ Sheridan’s Va. Valley Campaign ",,,,,,,,
,Thurs. 29 Sept.,"Petersburg, Va. Campaign (Fort Harrison II, Chaffin’s Farm II, Peeble’s Farm II, Laurel Hill IV, Fort Gilmer, New Market Heights II, Fort Gregg, Pegram’s Farm II, Wyatt’s Farm) Sheridan’s Va. Valley Campaign ended (Waynesboro II)  @ Price’s Mo. Expedition (Cuba, Potosi, Mo.)",,,,,,,,
,Fri. 30 Sept.," Petersburg, Va. Campaign (Poplar Springs Church II, Pegram’s Farm II, Peeble’s Farm II, Fort Harrison II)  @ Price’s Mo. Expedition ",,,,,,,,
,Sat. 1 Oct.," Petersburg, Va. Campaign (Poplar Springs Church II, Pegram’s Farm II, Peeble’s Farm II, Chappell’s House II, Vaughan Road)  @ Price’s Mo. Expedition (Harrison, Mo.)",,,,,,,,
,Sun. 2 Oct.," Petersburg, Va. Campaign (Darbytown Road I, New Market Road IV, Pegram’s Farm II, Johnson’s Farm I) @  Price’s Mo. Expedition (Washington, Mo.) @ Saltville I, Va.",,,,,,,,
,Mon. 3 Oct.,"  Petersburg, Va. Campaign (Darbytown Road I, New Market Road IV, Johnson’s Farm I)  @ Price’s Mo. Expedition (Hermann, Mo.)",,,,,,,,
,Tues. 4 Oct.," Petersburg, Va. Campaign @ Price’s Mo. Expedition (Richwoods, Mo.) ",,,,,,,,
,Wed. 5 Oct.,"Petersburg, Va. Campaign @ Allatoona Pass III, Ga.   @ Price’s Mo. Expedition (Osage River, Linn, Mo.)",,,,,,,,
,Thurs. 6 Oct.,"  Petersburg, Va. Campaign @ Price’s Mo. Expedition (Osage River)",,,,,,,,
,Fri. 7 Oct.," Petersburg, Va. Campaign (Darbytown Road II, New Market Road V, Johnson’s Farm II, Four Mile Creek)  @ USS Wachusett vs. CSS Florida off Bahia, Brazil @  Price’s Mo. Expedition (Jefferson City) ",,,,,,,,
,Sat. 8 Oct.,"Petersburg, Va. Campaign @ Tom’s Brook, Va. @  Price’s Mo. Expedition (Jefferson City, Mo.)",,,,,,,,
,Sun. 9 Oct.,"Petersburg, Va. Campaign  @ Toms Brook, Va. (Round Top Mountain)  @ Price’s Mo. Expedition (Boonville HI, Mo.)",,,,,,,,
,Mon. io Oct.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition",,,,,,,,
,Tues. ii Oct.,"Petersburg, Va. Campaign  @ Price’s Mo. Expedition (Brunswick, Mo.)",,,,,,,,
,Wed. 12 Oct.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition",,,,,,,,
,Thurs. 13 Oct.,"Petersburg, Va. Campaign (Darbytown Road III) @ Price’s Mo. Expedition  @ Mosby’s Raid (Harpers Ferry IV, W.Va.) @ Strasburg HI, Va. (Hupp’s Hill)",,,,,,,,
,Fri. 14 Oct.,"Petersburg, Va. Campaign  @ Price’s Mo. Expedition (Glasgow, Mo.) @ Strasburg HI, Va. (Hupps Hill)",,,,,,,,
,Sat. 15 Oct.,"Petersburg, Va. Campaign  @Price’s Mo. Expedition (Glasgow, Sedalia, Paris, Mo.)",,,,,,,,
,Sun. 16 Oct.,"Petersburg, Va. Campaign  @ Price’s Mo. Expedition (Ridgely, Sedalia, Mo.)",,,,,,,,
,Mon. 17 Oct.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition (Carrollton, Smithville, Lexington, Sedalia, Mo.)",,,,,,,,
,Tues. 18 Oct.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition (Lexington, Waverly, Mo.)",,,,,,,,
,Wed. 19 Oct.,"Petersburg, Va. Campaign @ Cedar Creek, Va. (Belle Grove, Middletown II) @ Raid on St. Albans, Vt.  @ Price’s Mo. Expedition (Lexington, Mo.)",,,,,,,,
,Thurs. 20 Oct.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition (Dover, Mo.)",,,,,,,,
,Fri. 21 Oct.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition (Little Blue River, Mo.)",,,,,,,,
,Sat. 22 Oct.,"Petersburg, Va. Campaign  @Price’s Mo. Expedition (Independence, Big Blue River, Byram’s Ford, Mo.)",,,,,,,,
,Sun. 23 Oct.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition (Westport, Brush Creek, Big Blue River, Mo.)",,,,,,,,
,Mon. 24 Oct.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition (Westport)",,,,,,,,
,Tues. 25 Oct.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition (Mine Creek, Marias des Cygnes River, Little Osage Creek, Chariot, Kans.)",,,,,,,,
,Wed. 26 Oct.,"Petersburg, Va. Campaign  @Price’s Mo. Expedition (Albany, Carthage H, Mo.)",,,,,,,,
,Thurs. 27 Oct.,"Petersburg, Va. (Burgess Mill, Boydton Plank Road I, Hatcher’s Run I, Darbytown Road IV, Stony Creek II, Southside Railroad I, Vaughan Road II, Burgess Farm) @ Plymouth II, N.C. (CSS Albemarle, Cushing’s Raid)  @  Price’s Mo. Expedition  @Williamsburg Road (Fair Oaks II, Va.)",,,,,,,,
,Fri. 28 Oct.," Petersburg, Va. Campaign @ Price’s Mo. Expedition (Newtonia II, Mo.) ",,,,,,,,
,Sat. 29 Oct.,"Petersburg, Va. Campaign (Johnson’s Farm III) @  Price’s Mo. Expedition (Pineville, Mo.) ",,,,,,,,
,Sun. 30 Oct.,"Petersburg, Va. Campaign @ Decatur II, Ala. @  Price’s Mo. Expedition (Maysville, Ark.) ",,,,,,,,
,Mon. 31 Oct.,"Nevada admitted to the Union @ Petersburg, Va. Campaign  @ Price’s Mo. Expedition",,,,,,,,
,Tues. 1 Nov.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition (Boonsboro, Ark.) ",,,,,,,,
,Wed. 2 Nov.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition ",,,,,,,,
,Thurs. 3 Nov.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition",,,,,,,,
,Fri. 4 Nov.," Petersburg, Va. Campaign @ Johnsonville, Tenn.  Price’s Mo. Expedition (Fayetteville II, Ark.)  ",,,,,,,,
,Sat. 5 Nov.,"Petersburg, Va. Campaign (Fort Sedgwick, Fort Hell) @ Price’s Mo. Expedition",,,,,,,,
,Sun. 6 Nov.," Petersburg, Va. Campaign @ Price’s Mo. Expedition ",,,,,,,,
,Mon. 7 Nov.,"Petersburg, Va. Campaign @ Price’s Mo. Expedition",,,,,,,,
,Tues. 8 Nov.," Petersburg, Va. Campaign @ Price’s Mo. Expedition ended (Arkansas River)  ",,,,,,,,
,Wed. 9 Nov.,"Petersburg, Va. Campaign",,,,,,,,
,Thurs. 10 Nov.,"Petersburg, Va. Campaign",,,,,,,,
,Fri. 11 Nov.,"Petersburg, Va. Campaign",,,,,,,,
,Sat. 12 Nov.,"Petersburg, Va. Campaign",,,,,,,,
,Sun. 13 Nov.,"Petersburg, Va. Campaign",,,,,,,,
,Mon. 14 Nov.,"Petersburg, Va. Campaign",,,,,,,,
,Tues. 15 Nov.,"Petersburg, Va. Campaign @ Sherman’s March to the Sea in Ga.  Commenced",,,,,,,,
,Wed. 16 Nov.," Petersburg, Va. Campaign @ Sherman’s March to the Sea (Lovejoy Station V, Bear Creek Station, Cotton River Bridge, Ga.) ",,,,,,,,
,Thurs. 17 Nov.," Petersburg, Va. Campaign @ Sherman’s March to the Sea (Towaliga Bridge, Ga.)",,,,,,,,
,Fri. 18 Nov.,"  Petersburg, Va. Campaign @ Sherman’s March to the Sea ",,,,,,,,
,Sat. 19 Nov.,"Petersburg, Va. Campaign @ Sherman’s March to the Sea",,,,,,,,
,Sun. 20 Nov.,"Petersburg, Va. Campaign @ Sherman’s March to the Sea (Clinton II, Walnut Creek, East Macon, Griswoldville, Ocmulgee River, Ga.)",,,,,,,,
,Mon. 21 Nov.,"Petersburg, Va. Campaign  @ Sherman’s March to the Sea (Macon II, Eatonton, Clinton, Griswoldville, Ga.)  @Hood’s Tenn. Campaign commenced",,,,,,,,
,Tues. 22 Nov.,"Petersburg, Va. Campaign @  Sherman’s March to the Sea (Milledgeville, Gordon, Griswoldville, Ga.) @  Hood’s Tenn. Campaign (Lawrenceburg)",,,,,,,,
,Wed. 23 Nov.,"Petersburg, Va. Campaign@Sherman’s March to the Sea (Ball’s Ferry, Milledgeville, Oconee River, Ga.)@Hood’s Tenn. Campaign (Pulaski, Henryville, Fouche Springs, Mount Pleasant)",,,,,,,,
,Thurs. 24 Nov.,"Petersburg, Va. Campaign@Sherman’s March to the Sea@Hood’s Tenn. Campaign (Columbia II, Lynnville)",,,,,,,,
,Fri. 25 Nov.,"Petersburg, Va. Campaign@Sherman’s March to the Sea (Sandersville, Buffalo Creek, Ga.)@Hood’s Tenn. Campaign (Columbia II)@Arsonists attempt to burn New York, N.Y.@Adobe Wells, Tex.",,,,,,,,
,Sat. 26 Nov.,"Petersburg, Va. Campaign@Sherman’s March to the Sea (Reynold’s Plantation I) @Hood’s Tenn. Campaign",,,,,,,,
,Sun. 27 Nov.,"Petersburg, Va. Campaign (Hatcher’s Run II)@Sherman’s March to the Sea (Waynesboro I, Sylvan Grove I, Buckhead Creek, Brier Creek, Ga.) @Hood’s Tenn. Campaign (Duck River)",,,,,,,,
,Mon. 28 Nov.,"Petersburg, Va. Campaign@Sherman’s March to the Sea (Buckhead Creek, Ga.)@Hood’s Tenn. Campaign (Columbia m, Shelbyville II) @Fair Oaks III, Va.@Rosser’s Raid II (New Creek, W.Va..)",,,,,,,,
,Tues. 29 Nov.,"Petersburg, Va. Campaign@Sherman’s March to the Sea (Louisville, Ga.)@Honey Hill, S.C. (Grahamville) @Hood’s Tenn. Campaign (Spring Hill II, Thompson’s Station II)",,,,,,,,
,Wed. 30 Nov.,"Petersburg, Va. Campaign@Sherman’s March to the Sea @Hood’s Tenn. Campaign (Franklin II)@ Honey Hill, S.C. (Grahamville, Broad River)",,,,,,,,
,Thurs. 1 Dec.,"Petersburg, Va. Campaign @ Sherman’s March to the Sea (Millen, Ga.)@ Hood’s Tenn. Campaign@ Stoneman's Raid III commenced (Bean’s Station II, Tenn.)",,,,,,,,
,Fri. 2 Dec.,"Petersburg, Va. Campaign@ Sherman’s March to the Sea (Thomas Station, Ga.)@  Hood’s Tenn. Campaign@ Stoneman’s Raid III",,,,,,,,
,Sat. 3 Dec.,"Petersburg, Va. Campaign@ Sherman’s March to the Sea (Millen, Ogeechee River, Lumkin’s Station, Ga.)@ Hood’s Tenn. Campaign@ Stoneman's Raid III",,,,,,,,
,Sun. 4 Dec.,"Petersburg, Va. Campaign@ Sherman’s March to the Sea (Thomas’ Station, Waynesboro II, Statesboro, Little Ogeechee River, Sylvan Grove D, Reynold’s Plantation II, Ga.) @ Hood’s Tenn. Campaign@ Stoneman's Raid III",,,,,,,,
,Mon. 5 Dec.,"Petersburg, Va. Campaign@ Sherman’s March to the Sea@ Hood’s Tenn. Campaign@ Stoneman's Raid III",,,,,,,,
,Tues. 6 Dec.,"Petersburg, Va. Campaign@ Sherman’s March to the Sea (Deveaux’s Neck, S.C.) @ Hood’s Tenn. Campaign@ Stoneman's Raid III",,,,,,,,
,Wed. 7 Dec.,"Petersburg, Va. Campaign@ Sherman’s March to the Sea (Ebenezer Creek, Ga.) @ Hood’s Tenn. Campaign (Murfreesboro ID)@ Stoneman's Raid III",,,,,,,,
,Thurs. 8 Dec.,"Petersburg, Va. Campaign (Hatcher’s Run III)@  Sherman’s March to the Sea@ Hood’s Tenn. Campaign@ Stoneman's Raid III",,,,,,,,
